Lp;Kod;Nazwa;Ilość;Wartość magazynowa;Wartość magazynowa 1;Ostatnia zakupu [netto];Ostatnia zakupu [netto] 1;Detal [netto] [PLN];Detal [netto] [PLN] 1;Detal [brutto] [PLN];Detal [brutto] [PLN] 1;% narzutu;Mag.;Chodliwość:Towar
824;71287;"Samochód Jeep ""Wojaż"" 036636";0;0;PLN;6.37; PLN;8.41;PLN;10.34;PLN;32,03%;0;A
825;71286;"Samochód Jeep ""Safari"" 036643";0;0;PLN;6.37; PLN;8.41;PLN;10.34;PLN;32,03%;0;A
826;04011;Samochód holownik 921284;0;0;PLN;4.94; PLN;6.67;PLN;8.2;PLN;35,02%;0;A
827;05537;Samochód ciężarówy friction z naczepą, św 202863;0;0;PLN;6.7; PLN;9.51;PLN;11.7;PLN;41,94%;0;A
828;04327;Samochód B&GO 300834;5;24.75;PLN;4.95; PLN;7.88;PLN;9.69;PLN;59,19%;8A;A
829;04335;Samochód 18cm B&GO 300704;1;4.47;PLN;4.47; PLN;6.93;PLN;8.52;PLN;55,03%;0;A
830;71381;"Samochód ""Legion"" Nr4 (czarny) 076014";10;138.4;PLN;13.84; PLN;20.29;PLN;24.96;PLN;46,60%;8C;D
831;71384;"Samochód ""Legion"" Nr2 (czerwony) 076113";10;153.8;PLN;15.38; PLN;20.29;PLN;24.96;PLN;31,92%;8A;D
832;05594;Samochód 809541;13;97.5;PLN;7.5; PLN;10.56;PLN;12.99;PLN;40,80%;2D;A
833;71380;"Samochód-pickup wojskowy ""Obrońca"" z 2-ma karabinami maszynowymi 063977";2;18;PLN;9; PLN;13.19;PLN;16.22;PLN;46,56%;0;D
834;71379;"Samochód-pickup patrolowy ""Obrońca"" 063588";6;50.82;PLN;8.47; PLN;12.42;PLN;15.28;PLN;46,64%;8C;D
835;71375;"Samochód-jeep strażacki ""Safari"" (NL) (w siatce) 071095";4;26.12;PLN;6.53; PLN;9.57;PLN;11.77;PLN;46,55%;4;D
836;71378;"Samochód-jeep policyjny ""Safari"" (NL) (w siatce) 071101";5;32.65;PLN;6.53; PLN;9.57;PLN;11.77;PLN;46,55%;8C;D
837;05536;Samochodziki, friction /8szt w displayu/ 203396;30;168.6;PLN;5.62; PLN;7.98;PLN;9.82;PLN;41,99%;8B;A
838;05379;Samochodziki w worku, frict. 3wz 396358;0;0;PLN;2.59; PLN;3.73;PLN;4.59;PLN;44,02%;0;A
839;05316;Samochodzik w displayu, św.,dźw/390721/;0;0;PLN;3.87; PLN;5.38;PLN;6.62;PLN;39,02%;0;A
840;05194;Samochodzik metal, x24 003226;0;0;PLN;2.44; PLN;3.29;PLN;4.05;PLN;34,84%;0;A
841;05196;Samochody metalowe pullback 393289;0;0;PLN;5.91; PLN;7.98;PLN;9.82;PLN;35,03%;5;A
842;00036;Samochody metalowe /60szt w displayu/ 202511;0;0;PLN;2.24; PLN;3.24;PLN;3.99;PLN;44,64%;0;D
843;00108;Samochiki metalowe displ. 36 szt /396365/;0;0;PLN;1.84; PLN;3.08;PLN;3.79;PLN;67,39%;0;A
844;10004;Rzutki na rzep bajkowe ;21;100.8;PLN;4.8; PLN;6.24;PLN;7.68;PLN;30,00%;1D;A
845;10003;Rzutki na rzep;40;172;PLN;4.3; PLN;5.59;PLN;6.88;PLN;30,00%;1D;A
846;25308;Rzepy czepy 600 el.;0;0;PLN;21; PLN;26.25;PLN;32.29;PLN;25,00%;2;A
847;25130;Rzepy czepy 400 el;2;30;PLN;15; PLN;18.75;PLN;23.06;PLN;25,00%;0;A
848;25307;Rzepy czepy 200 el;0;0;PLN;11; PLN;13.75;PLN;16.91;PLN;25,00%;2;A
849;04529;Rurka do nurkowania;40;80.4;PLN;2.01; PLN;2.01;PLN;2.47;PLN;0,00%;9A;A
850;04330;Różdżka ze światłem 984160;0;0;PLN;1.17; PLN;1.7;PLN;2.09;PLN;45,30%;0;A
851;04343;RÓŻDŻKA 124527;4;13.28;PLN;3.32; PLN;4.48;PLN;5.51;PLN;34,94%;9B;A
852;02713;Robot wojownik display 12 szt. 392442;0;0;PLN;3.28; PLN;4.71;PLN;5.79;PLN;43,60%;0;A
853;01784;Robot wojownik display 12 399601;0;0;PLN;3.25; PLN;4.63;PLN;5.69;PLN;42,46%;0;A
854;X4446;ROBOT TRASFORMERS                               002116;0;0;PLN;6.3; PLN;8.51;PLN;10.47;PLN;35,08%;0;A
855;05561;Robot tańczący na baterie 152807;0;0;PLN;10.07; PLN;14.63;PLN;17.99;PLN;45,28%;0;A
856;05156;Robot tańczący 140817;0;0;PLN;10.4; PLN;14.79;PLN;18.19;PLN;42,21%;0;A
857;01787;Robot światło, dźwięk 312478;8;101.44;PLN;12.68; PLN;18.01;PLN;22.15;PLN;42,03%;5B;D
858;05107;Robot nowe legendy policji   960681;0;0;PLN;5.5; PLN;7.43;PLN;9.14;PLN;35,09%;0;A
859;05141;Robot na blistrze 870777;6;42.12;PLN;7.02; PLN;10.17;PLN;12.51;PLN;44,87%;8A;A
860;05329;Robot na blistrze /803044/;0;0;PLN;6.72; PLN;9.34;PLN;11.49;PLN;38,99%;0;A
861;05328;Robot na blistrze 802993;0;0;PLN;6.9; PLN;9.59;PLN;11.8;PLN;38,99%;0;A
862;04440;ROBOT NA BLISTRZE 009214;0;0;PLN;2.75; PLN;3.71;PLN;4.56;PLN;34,91%;0;A
863;05135;Robot na blistrze;0;0;PLN;5.3; PLN;7.15;PLN;8.8;PLN;34,91%;0;A
864;03212;Robot na baterie 998457;0;0;PLN;12.95; PLN;18.45;PLN;22.69;PLN;42,47%;7;D
865;03193;Robot na baterie 143290;0;0;PLN;15.97; PLN;23.16;PLN;28.49;PLN;45,02%;0;A
866;05108;Robot legendy policji  960636;0;0;PLN;5.5; PLN;7.82;PLN;9.62;PLN;42,18%;0;A
867;04269;Robot kuchenny na baterie 194692;0;0;PLN;8.68; PLN;12.33;PLN;15.17;PLN;42,05%;0;A
868;00960;Robot Kuchenny A /960339/;0;0;PLN;12.39; PLN;17.59;PLN;21.64;PLN;41,97%;0;A
869;03062;ROBOT KUCHENNY 2WZ. /MPB70864,68/            708646,84;0;0;PLN;7.51; PLN;10.07;PLN;12.39;PLN;34,09%;8;A
870;03087;ROBOT EARTH FACTORY /2011-3/ 225877;0;0;PLN;4.74; PLN;7.06;PLN;8.68;PLN;48,95%;0;A
871;02691;Robot chodzący - światło, dzwięk 309355;0;0;PLN;22.5; PLN;30.89;PLN;37.99;PLN;37,29%;0;D
872;05165;Robot 993134;0;0;PLN;6.59; PLN;8.9;PLN;10.95;PLN;35,05%;0;A
873;05073;Robot 572644;0;0;PLN;18.45; PLN;23.07;PLN;28.37;PLN;25,04%;0;A
874;00093;ROBOT 29CM.CHODZI,OBRÓT /ZR28112A/              075108;0;0;PLN;15.24; PLN;20.92;PLN;25.73;PLN;37,27%;0;A
875;02919;"ROBOT ""AMAZING"" 37CM.W BOXIE /TA90921/          001031";1;23.54;PLN;23.54; PLN;32.48;PLN;39.95;PLN;37,98%;0;A
876;04365;ROBOT 960250, 545920;35;241.15;PLN;6.89; PLN;9.51;PLN;11.7;PLN;38,03%;5C;A
877;02441;Robot 341708;6;51.24;PLN;8.54; PLN;12.19;PLN;14.99;PLN;42,74%;7C;D
878;04398;Robot 161274;43;308.74;PLN;7.18; PLN;10.2;PLN;12.55;PLN;42,06%;5C;A
879;04396;Robot 161250;0;0;PLN;6.96; PLN;10.09;PLN;12.41;PLN;44,97%;0;A
880;03194;Robot 142309;0;0;PLN;8.43; PLN;11.97;PLN;14.72;PLN;41,99%;0;A
881;03571;Robot - Wojownik /display 12szt/ 399588;21;102.9;PLN;4.9; PLN;6.96;PLN;8.56;PLN;42,04%;0;D
882;02655;Robot-Pojazd-Transrobot /display 8szt/ 301367;57;476.52;PLN;8.36; PLN;11.87;PLN;14.6;PLN;41,99%;0;D
883;02220;Rękawki szkoła pływania 456430;12;46.56;PLN;3.88; PLN;5.57;PLN;6.85;PLN;43,56%;1R;D
884;01230;Rękawice Bokserskie 301724;8;47.92;PLN;5.99; PLN;8.51;PLN;10.47;PLN;42,07%;1A;A
885;248;RESORAKI METAL 6SZT.  /TG364357/                879817;0;0;PLN;2.1; PLN;3.01;PLN;3.7;PLN;43,33%;0;D
886;00198;"RESORAKI METAL ""10""  /FW-9910/                  004272";0;0;PLN;2.66; PLN;3.83;PLN;4.71;PLN;43,98%;0;A
887;70461;Renifer pluto;24;370.8;PLN;15.45; PLN;20.33;PLN;25;PLN;31,59%;4;D
888;01676;Renifer /142986/;0;0;PLN;15.19; PLN;19.74;PLN;24.28;PLN;29,95%;0;A
889;70460;Renifer;24;265.2;PLN;11.05; PLN;14.63;PLN;17.99;PLN;32,40%;4;A
890;01137;Remiza strażacka /133109/;0;0;PLN;28.74; PLN;39.66;PLN;48.78;PLN;38,00%;0;A
891;20024;Reflex;0;0;PLN;3.82; PLN;4.7;PLN;5.78;PLN;23,04%;2;A
892;04509;RAKIETKI   /348332/;0;0;PLN;3.41; PLN;4.61;PLN;5.67;PLN;35,19%;8;A
893;03292;RAKIETA DO TENISA W POKROWCU /PG3174/           831748;19;152;PLN;8; PLN;11.31;PLN;13.91;PLN;41,38%;7A;A
894;01060;Quizy Trolls    /609659/;0;0;PLN;15.92; PLN;21.97;PLN;27.02;PLN;38,00%;0;A
895;00890;Quad metal 12 szt. display 8229356;0;0;PLN;2.7; PLN;3.86;PLN;4.75;PLN;42,96%;0;A
896;04490;QUAD   /784412/;0;0;PLN;11.56; PLN;15.63;PLN;19.23;PLN;35,21%;0;A
897;15043;Quad;0;0;PLN;110; PLN;134.2;PLN;165.07;PLN;22,00%;4;A
898;01307;Puzzle30 zaczarowana melodia 182347;3;16.11;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
899;00716;Puzzle słówka 4 - godziny 300167;5;40.75;PLN;8.15; PLN;10.84;PLN;13.33;PLN;33,01%;0;A
900;00717;Puzzle słówka 3 - ubrania 300204;4;32.6;PLN;8.15; PLN;10.84;PLN;13.33;PLN;33,01%;0;A
901;00719;Puzzle słówka 2 - żywność 300211;4;32.6;PLN;8.15; PLN;10.84;PLN;13.33;PLN;33,01%;0;A
902;00715;Puzzle słówka 1 - dom 300150;7;57.05;PLN;8.15; PLN;10.84;PLN;13.33;PLN;33,01%;0;A
903;01171;Puzzle Magnetyczne Cyferki  017380;0;0;PLN;13.31; PLN;18.37;PLN;22.6;PLN;38,02%;0;A
904;01089;Puzzle drewno /Q3035/132652/;0;0;PLN;3.72; PLN;5.6;PLN;6.89;PLN;50,54%;0;A
905;00507;Puzzle drewniane zegrar 132669;0;0;PLN;4.09; PLN;5.85;PLN;7.2;PLN;43,03%;0;D
906;00501;Puzzle drewniane zegar /Q3032/132638/;0;0;PLN;3.74; PLN;5.6;PLN;6.89;PLN;49,73%;0;A
907;00505;Puzzle drewniane zegar 132645;16;65.44;PLN;4.09; PLN;5.85;PLN;7.2;PLN;43,03%;1G;D
908;00500;Puzzle Drewnanie /Q3033/132676/;0;0;PLN;3.72; PLN;5.6;PLN;6.89;PLN;50,54%;0;A
909;01020;Puzzle Dino ramkowe 25 el śnieżka  /311237/;0;0;PLN;3.37; PLN;7.38;PLN;9.08;PLN;118,99%;0;A
910;01021;Puzzle Dino 24el Cars 2  /351332/;0;0;PLN;4.28; PLN;9.37;PLN;11.53;PLN;118,93%;0;A
911;01169;Puzzle Dino 24 Roszpunka 351356;0;0;PLN;6.79; PLN;9.17;PLN;11.28;PLN;35,05%;0;A
912;01166;Puzzle Dino 24 Planes 351400;2;13.58;PLN;6.79; PLN;9.17;PLN;11.28;PLN;35,05%;0;A
913;01018;Puzzle Dino 24 maxi Jungle Book  /350069/;0;0;PLN;6.74; PLN;14.77;PLN;18.17;PLN;119,14%;0;A
914;01164;Puzzle Dino 24 Kubuś 351318;0;0;PLN;6.79; PLN;9.17;PLN;11.28;PLN;35,05%;0;A
915;01019;Puzzle Dino 100 xl Planes  /771079/;0;0;PLN;4.19; PLN;9.18;PLN;11.29;PLN;119,09%;0;A
916;03573;Puzzle 60el. Rajd z przyjaciółmi 173222;4;22.52;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
917;00887;Puzzle 60el. Przygody Księżniczki Zosi 173130;3;16.89;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
918;01032;Puzzle 60el. Lot dookoła świata 173079;2;11.12;PLN;5.56; PLN;7.77;PLN;9.56;PLN;39,75%;0;A
919;00333;Puzzle 60el. Gotowi do akcji 173215;5;28.15;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
920;01038;Puzzle 60el. Cars 3 /172973/;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
921;01093;Puzzle 60el. Bob i Wendy 173000;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
922;01036;Puzzle 60el. Blaze 173055;2;11.26;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
923;01217;Puzzle 60el Wesoła Farma 173208;1;5.63;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
924;01219;Puzzle 60el gotowi do akcji 173215;0;0;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
925;01347;Puzzle 60 Słodkich snów 172706;2;11.26;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
926;01082;Puzzle 60 przed pałacem /172393/;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
927;01123;Puzzle 60 Jak dobrze mieć przyjaciela 172782;3;16.89;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
928;01124;Puzzle 60 Finding Dory /084210/;0;0;PLN;5.19; PLN;7.16;PLN;8.81;PLN;37,96%;0;A
929;01112;Puzzle 60 el. Wyścig do mety /172843/;2;11.06;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
930;01086;Puzzle 60 el. Wspólne wygłupy /172928/;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
931;01151;Puzzle 60 el. Wissper mała czarodziejka 173109;1;5.63;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;D
932;01150;Puzzle 60 el. Waleczny Spider Man 173116;1;5.63;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;D
933;01153;Puzzle 60 el. Tokio 172119;3;16.89;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;D
934;01103;Puzzle 60 el. Taniec i muzyka 172966;3;16.89;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
935;01154;Puzzle 60 el. Świńka Prppa na balu 73123;0;0;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;D
936;01188;Puzzle 60 el. Rodzina Treflików  173086;2;11.06;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
937;01026;Puzzle 60 el. Przyjaciele z Krainy Lodu /1172751/;0;0;PLN;96.95; PLN;130.88;PLN;160.98;PLN;35,00%;0;A
938;01027;Puzzle 60 el. Przyjaciele z Krainy Lodu 172751;3;16.89;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;A
939;01346;Puzzle 60 el. Podwodne kucyki 172980;2;11.26;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
940;01113;Puzzle 60 el. Podróż na Księżyc 172621;0;0;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;A
941;01087;Puzzle 60 el. Najlepsi przyjaciele /173093/;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
942;01152;Puzzle 60 el. Miki i Minnie w ogrodzie 1172850;2;11.26;PLN;5.63; PLN;7.63;PLN;9.38;PLN;35,52%;0;D
943;01155;Puzzle 60 el. Finding Dory 084210;0;0;PLN;5; PLN;6.9;PLN;8.49;PLN;38,00%;0;D
944;01081;Puzzle 60 el. Cars 3/172973/;0;0;PLN;5.53; PLN;7.63;PLN;9.38;PLN;37,97%;0;A
945;01160;Puzzle 60 el. Cars 084012;3;15;PLN;5; PLN;6.9;PLN;8.49;PLN;38,00%;0;D
946;01192;Puzzle 60 el Wędrówka Dinozaurów 173192;2;11.26;PLN;5.63; PLN;7.79;PLN;9.58;PLN;38,37%;0;A
947;01345;Puzzle 60 el Niespodzianka dla Elsy 173147;2;11.26;PLN;5.63; PLN;7.77;PLN;9.56;PLN;38,01%;0;D
948;01157;Puzzle 60 el Frozen Adventure 084357;0;0;PLN;5; PLN;6.9;PLN;8.49;PLN;38,00%;0;D
949;01158;Puzzle 60 el Elena di Avalor 269709;0;0;PLN;5.38; PLN;7.63;PLN;9.38;PLN;41,82%;0;D
950;01156;Puzzle 60 Avengers 084159;0;0;PLN;5; PLN;6.9;PLN;8.49;PLN;38,00%;0;D
951;03209;PUZZLE 54 MINI -CASTOR;0;0;PLN;1.12; PLN;1.59;PLN;1.95;PLN;41,96%;0;A
952;01046;Puzzle 500el. Śpiące kotki 372717;0;0;PLN;10.74; PLN;14.82;PLN;18.23;PLN;37,99%;0;A
953;01045;Puzzle 500el. Misie polarne  /372700/;0;0;PLN;10.72; PLN;14.79;PLN;18.19;PLN;37,97%;0;A
954;01051;Puzzle 500el. Machu Picchu  /372601/;0;0;PLN;10.72; PLN;14.79;PLN;18.19;PLN;37,97%;0;A
955;01224;Puzzle 500el Pora na lody 372724;0;0;PLN;10.74; PLN;14.82;PLN;18.23;PLN;37,99%;0;A
956;01125;Puzzle 500 POSITANO WŁOCHY    /371451/;0;0;PLN;10.72; PLN;14.79;PLN;18.19;PLN;37,97%;0;A
957;01176;Puzzle 500 Panorama, Kotor Czarnogóra 295061;1;11.76;PLN;11.76; PLN;15.88;PLN;19.53;PLN;35,03%;0;A
958;01177;Puzzle 500 Panorama Puszysta Ekipa 295047;1;11.76;PLN;11.76; PLN;15.88;PLN;19.53;PLN;35,03%;0;A
959;01191;Puzzle 500 Panorama Archipelag Lofoty 295009;1;11.76;PLN;11.76; PLN;15.88;PLN;19.53;PLN;35,03%;0;A
960;01102;Puzzle 40 Floor shimmer and shine /254514/;0;0;PLN;18.92; PLN;26.11;PLN;32.12;PLN;38,00%;0;A
961;01010;Puzzle 3w1 Zosia i jej przyjaciele   /348149/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
962;01009;Puzzle 3w1 Zabawy w szkole  /348132/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
963;01012;Puzzle 3w1 Uwaga Duchy   /341454/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
964;01008;Puzzle 3w1 Tomek rusza do akcji  /348217/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
965;01011;Puzzle 3w1 Słodkie kotki   /348095 /;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
966;01013;Puzzle 3w1 Po wyścigu   /348194/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
967;01109;Puzzle 3w1 Magia przyjaźni /348231/;0;0;PLN;9.07; PLN;12.52;PLN;15.4;PLN;38,04%;0;A
968;01007;Puzzle 3w1 Cars 3   /348200/;0;0;PLN;5.71; PLN;12.52;PLN;15.4;PLN;119,26%;0;A
969;01260;Puzzle 30el. Wesoło naprzód 182101;1;5.37;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
970;01000;Puzzle 30el. Uwolnij Magię 182255;2;10.74;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
971;01254;Puzzle 30el. Roszpunka Merida Arielka Śnieżka 181722;3;16.08;PLN;5.36; PLN;7.4;PLN;9.1;PLN;38,06%;0;A
972;01029;Puzzle 30el. Przyjaciele przed hangarem  /182262/;2;10.74;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
973;00055;Puzzle 30el. Magiczny świat 182361;5;26.85;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
974;00076;Puzzle 30el. Gotowi by pomagać 182446;8;42.96;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
975;01003;Puzzle 30el Wesoło Naprzód   /182132/;0;0;PLN;3.38; PLN;7.4;PLN;9.1;PLN;118,93%;0;A
976;01004;Puzzle 30el Tort urodzinowy  182118;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
977;01002;Puzzle 30el Strażak Sam 182132;1;5.37;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
978;01301;Puzzle 30el Ryder i przyjaciele 182392;6;32.22;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
979;01304;Puzzle 30el Pachnące róże 181968;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;5;D
980;01306;Puzzle 30el Niezwykły Świat Wissper 182323;2;10.74;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
981;01303;Puzzle 30el Cars 3 182156;2;10.74;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
982;01001;Puzzle 30el Cars 3  /122156/;0;0;PLN;3.38; PLN;7.4;PLN;9.1;PLN;118,93%;0;A
983;01044;Puzzle 300el. Tęten kopyt;0;0;PLN;6.84; PLN;9.44;PLN;11.61;PLN;38,01%;0;A
984;01110;Puzzle 30 na stacji benzynowej 181371;1;5.37;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
985;01162;Puzzle 30 el. zwycięska drużyna 182330;4;21.48;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
986;00128;Puzzle 30 el. Złomek i Zygzak 182064;1;5.37;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
987;01097;Puzzle 30 el. Zabawa i przygoda 182279;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
988;01820;Puzzle 30 el. Wyścig na torach 182309;4;21.48;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
989;01111;Puzzle 30 el. Wizyta w kurniku 181951;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
990;01190;Puzzle 30 el. Przyjaciele na zawsze  182248;4;21.44;PLN;5.36; PLN;7.4;PLN;9.1;PLN;38,06%;0;A
991;01083;Puzzle 30 el. pachnące róże 18196;4;21.47;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
992;01085;Puzzle 30 el. nowe wezwanie 182149;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
993;01159;Puzzle 30 el. Mickey 085149;0;0;PLN;4.66; PLN;7.4;PLN;9.1;PLN;58,80%;0;D
994;01099;Puzzle 30 el. maxi Princesw 2 /074372/;1;10.39;PLN;10.39; PLN;14.34;PLN;17.64;PLN;38,02%;0;A
995;01186;Puzzle 30 el. List do Księcia  181166;3;16.08;PLN;5.36; PLN;7.4;PLN;9.1;PLN;38,06%;0;A
996;01313;Puzzle 30 el. Kąpiel Prosiaczka 181982;0;0;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
997;01161;Puzzle 30 el. Frozen 085040;0;0;PLN;4.66; PLN;6.44;PLN;7.92;PLN;38,20%;0;D
998;03206;Puzzle 30 el. Dzielna drużyna 182293;6;32.14;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
999;01104;Puzzle 30 el. Dołącz do zabawy 182163;3;15.9;PLN;5.3; PLN;7.4;PLN;9.1;PLN;39,62%;0;A
1000;01311;Puzzle 30 el. Bella i Kopciuszek 182231;1;5.37;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;D
1001;01187;Puzzle 30 el. Balia  181258;0;0;PLN;5.36; PLN;7.4;PLN;9.1;PLN;38,06%;0;A
1002;01216;PUZZLE 30 BEZTROSKA ZABAWA182316;6;32.22;PLN;5.37; PLN;7.4;PLN;9.1;PLN;37,80%;0;A
1003;01041;Puzzle 2w1+memos Przyjaźń to magia /906011/;0;0;PLN;10.72; PLN;14.79;PLN;18.19;PLN;37,97%;0;A
1004;01037;Puzzle 2w1+memos Podniebni bohaterowie /906356/;0;0;PLN;10.72; PLN;14.79;PLN;18.19;PLN;37,97%;0;A
1005;01057;Puzzle 260el. Sweet 132151;1;10.62;PLN;10.62; PLN;14.63;PLN;17.99;PLN;37,76%;0;A
1006;01340;Puzzle 260 Gala of winners 132397;3;32.22;PLN;10.74; PLN;14.63;PLN;17.99;PLN;36,22%;0;D
1007;01055;Puzzle 200el. Wenecja Włochy;1;16.5;PLN;16.5; PLN;22.77;PLN;28.01;PLN;38,00%;0;A
1008;01039;Puzzle 200el. Marinnette i Adrien 132267;0;0;PLN;8.6; PLN;11.54;PLN;14.2;PLN;34,19%;0;A
1009;01053;Puzzle 2000el. Doha Katar  /270846/;0;0;PLN;16.5; PLN;22.77;PLN;28.01;PLN;38,00%;0;A
1010;01181;Puzzle 200 el. Urodzony Bohater132359;0;0;PLN;8.6; PLN;11.54;PLN;14.2;PLN;34,19%;0;A
1011;01092;Puzzle 2 w 1 + memos Disney Cars 3 /90706/;0;0;PLN;11.54; PLN;16.27;PLN;20.01;PLN;40,99%;0;A
1012;01222;Puzzle 2 1000 Platinum collection 393985;0;0;PLN;18.8; PLN;25.94;PLN;31.91;PLN;37,98%;0;A
1013;01028;Puzzle 160el. Zimowe przygody 153446;0;0;PLN;6.82; PLN;9.11;PLN;11.21;PLN;33,58%;0;A
1014;01052;Puzzle 160el. Farmer Miki /153378/;0;0;PLN;6.6; PLN;9.11;PLN;11.21;PLN;38,03%;0;A
1015;01040;Puzzle 160el. Cars 3  /153392/;0;0;PLN;6.6; PLN;9.11;PLN;11.21;PLN;38,03%;0;A
1016;01209;Puzzle 160el w ogrodzie 153613;2;13.8;PLN;6.9; PLN;9.52;PLN;11.71;PLN;37,97%;0;A
1017;01208;Puzzle 160el Gotowi do pomocy 153637;0;0;PLN;6.9; PLN;9.52;PLN;11.71;PLN;37,97%;0;A
1018;01316;Puzzle 160 Spider Man na ratunek 153576;1;6.9;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1019;01320;Puzzle 160 el. Zaufaj sobie 153453;3;20.7;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;A
1020;01314;Puzzle 160 el. Walczące Tyranozaury 153606;2;13.8;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1021;01321;Puzzle 160 el. Vaiana na fali 153347;1;6.9;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1022;01335;Puzzle 160 el. Spiderman w pogoni za złoczyńcą 153194;0;0;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1023;01333;Puzzle 160 el. Popołudniowy spacer 153316;0;0;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1024;01317;Puzzle 160 el. Pidżamersi kontra złoczyńcy 153538;2;13.8;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1025;01318;Puzzle 160 el. Ostateczna walka 153408;2;13.8;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1026;01315;Puzzle 160 el. Modna Barbie 153620;2;13.8;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1027;01336;Puzzle 160 Auta 2 kolaż 152166;1;6.9;PLN;6.9; PLN;9.11;PLN;11.21;PLN;32,03%;0;D
1028;01043;Puzzle 1500el. Tower Bridge nad Tamizą  /261400/;0;0;PLN;14.85; PLN;20.49;PLN;25.2;PLN;37,98%;0;A
